,term,weight
920,picture,0.00014122299110295154
921,piece,0.00047074330367650525
922,pig,0.00032952031257355366
923,piper,0.00014122299110295154
924,pity,0.00018829732147060207
925,place,0.0009414866073530101
926,plaster,0.0002353716518382526
927,play,0.0013651555806618652
928,played,0.00047074330367650525
929,playing,0.00018829732147060207
930,plot,0.001506378571764817
931,plus,0.0002353716518382526
932,poet,0.00018829732147060207
933,poetry,0.00018829732147060207
934,point,0.0010356352680883111
935,poor,0.0003765946429412042
936,popular,0.0005648919644118063
937,popularity,0.00014122299110295154
938,pork,0.0008002636162500586
939,position,0.0002353716518382526
940,positioned,0.00014122299110295154
941,possible,0.00018829732147060207
942,post,0.0002127785750374045
943,poster,0.00028244598220590313
944,pot,0.00018829732147060207
945,power,0.0006119662947794567
946,powerful,0.0004236689733088547
947,practice,0.00017450956932573303
948,precise,0.00014122299110295154
949,present,0.00028244598220590313
950,presented,0.00014122299110295154
951,pretty,0.00018829732147060207
952,previous,0.00018829732147060207
953,price,0.0010827095984559617
954,principle,0.00028244598220590313
955,prison,0.00018829732147060207
956,pro,0.00014122299110295154
957,probably,0.00018829732147060207
958,problem,0.0009885609377206605
959,process,0.0003765946429412042
960,prodigal,0.00028244598220590313
961,produced,0.00018829732147060207
962,production,0.00018829732147060207
963,profound,0.00018829732147060207
964,progress,0.00014122299110295154
965,promise,0.00047074330367650525
966,promised,0.00018829732147060207
967,promotion,0.00014122299110295154
968,prop,0.00018829732147060207
969,proprietress,0.00014122299110295154
970,protagonist,0.00047074330367650525
971,proved,0.00014122299110295154
972,public,0.00028244598220590313
973,pulled,0.00014122299110295154
974,pure,0.00047074330367650525
975,purely,0.00014122299110295154
976,purpose,0.00018829732147060207
977,pursue,0.00018829732147060207
978,pursuing,0.00014122299110295154
979,pursuit,0.0006119662947794567
980,qi,0.0006590406251471072
981,quality,0.0004585040658151951
982,question,0.00032952031257355366
983,queue,0.0002353716518382526
984,quick,0.00014122299110295154
985,quickly,0.00014122299110295154
986,quietly,0.00018829732147060207
987,quite,0.0009885609377206605
988,quot,0.027679706256178688
989,rain,0.00014122299110295154
990,rare,0.00014122299110295154
991,raw,0.0002353716518382526
992,reach,0.00018829732147060207
993,reaction,0.00018829732147060207
994,read,0.0007061149555147577
995,reader,0.00028244598220590313
996,reading,0.0006119662947794567
997,real,0.0011297839288236123
998,realism,0.0002353716518382526
999,realistic,0.00017450956932573303
1000,reality,0.0011768582591912629
1001,realized,0.0002353716518382526
1002,really,0.0027773854916913828
1003,realm,0.00018829732147060207
1004,reason,0.0007061149555147577
1005,reasonable,0.00018829732147060207
1006,receive,0.00014122299110295154
1007,recent,0.00018829732147060207
1008,recognize,0.00014122299110295154
1009,recommend,0.00014122299110295154
1010,recommended,0.00018829732147060207
1011,record,0.0002353716518382526
1012,red,0.0013180812502942146
1013,redemption,0.00018829732147060207
1014,refer,0.00018829732147060207
1015,reflect,0.00014122299110295154
1016,refreshing,0.00014122299110295154
1017,refused,0.00014122299110295154
1018,regarding,0.00014122299110295154
1019,regret,0.0002353716518382526
1020,reincarnation,0.00014122299110295154
1021,related,0.00014122299110295154
1022,relationship,0.0005178176340441558
1023,relatively,0.00028244598220590313
1024,relaxed,0.00014122299110295154
1025,release,0.0002353716518382526
1026,religious,0.00014122299110295154
1027,remember,0.00032952031257355366
1028,repeated,0.00014122299110295154
1029,replaced,0.00014122299110295154
1030,report,0.00016520743969623751
1031,representative,0.00018829732147060207
1032,rescue,0.00014122299110295154
1033,rest,0.00014122299110295154
1034,restaurant,0.0013651555806618652
1035,result,0.0007061149555147577
1036,return,0.0003765946429412042
1037,reveal,0.00014122299110295154
1038,review,0.0003765946429412042
1039,revolution,0.00028244598220590313
1040,revolutionary,0.00018829732147060207
1041,rhythm,0.00014122299110295154
1042,rice,0.0007531892858824082
1043,rich,0.00018829732147060207
1044,rid,0.00018829732147060207
1045,ridiculous,0.00014122299110295154
1046,right,0.0008473379466177091
1047,ring,0.00018829732147060207
1048,rise,0.00018829732147060207
1049,river,0.00028244598220590313
1050,road,0.0007854765420200273
1051,robber,0.0002353716518382526
1052,robbery,0.00014122299110295154
1053,robe,0.00018829732147060207
1054,role,0.0004236689733088547
1055,roll,0.00014122299110295154
1056,romantic,0.00032952031257355366
1057,roof,0.00028244598220590313
1058,rooftop,0.0008002636162500586
1059,room,0.00028244598220590313
1060,root,0.00014122299110295154
1061,rotten,0.00014122299110295154
1062,round,0.00018829732147060207
1063,route,0.00014122299110295154
1064,routine,0.00014122299110295154
1065,rule,0.00028244598220590313
1066,run,0.0002353716518382526
1067,rush,0.00018829732147060207
1068,ruthless,0.00018829732147060207
1069,sacrifice,0.00014122299110295154
1070,sad,0.0002353716518382526
1071,sadness,0.00018829732147060207
1072,said,0.003295203125735539
1073,salmon,0.0002353716518382526
1074,sang,0.0008473379466177091
1075,sashimi,0.0002353716518382526
1076,sauce,0.0009885609377206605
1077,save,0.0004236689733088547
1078,saved,0.00014122299110295154
1079,saw,0.0009885609377206605
1080,say,0.0029186084827943345
1081,saying,0.0002353716518382526
1082,scale,8.383247690482724e-05
1083,scene,0.0010356352680883111
1084,school,0.0004236689733088547
1085,science,0.00014122299110295154
1086,screaming,0.00018829732147060207
1087,screen,0.00032952031257355366
1088,script,0.00018829732147060207
1089,scripture,0.00014122299110295154
1090,scriptwriter,0.00018829732147060207
1091,sea,0.0005178176340441558
1092,seafood,0.0003765946429412042
1093,search,0.00018829732147060207
1094,season,0.0006590406251471072
1095,seat,0.00014122299110295154
1096,second,0.002054624371193394
1097,secret,0.00032952031257355366
1098,secretly,0.00014122299110295154
1099,section,0.0002353716518382526
1100,seeing,0.0002353716518382526
1101,seen,0.0012239325895589135
1102,selection,0.0002353716518382526
1103,self,0.000566057909063737
1104,self directed,0.00014101949786148266
1105,selling,0.00018829732147060207
1106,send,0.00014122299110295154
1107,sense,0.00047074330367650525
1108,sentence,0.00032952031257355366
1109,separated,0.00018829732147060207
1110,sequel,0.00018829732147060207
1111,series,0.0005178176340441558
1112,serve,0.00018829732147060207
1113,served,0.00032952031257355366
1114,service,0.0005034700571317885
1115,set,0.0007061149555147577
1116,setting,0.00014122299110295154
1117,seventeen,0.00012208712228169768
1118,shabu,0.00028244598220590313
1119,shadow,0.0002353716518382526
1120,shaking,0.00014122299110295154
1121,shameless,0.00018829732147060207
1122,shanghai,0.0002353716518382526
1123,shaping,0.00014122299110295154
1124,shi,0.00018829732147060207
1125,shijing,0.0004236689733088547
1126,shoot,0.0002353716518382526
1127,shooting,0.00032952031257355366
1128,shop,0.0013651555806618652
1129,short,0.0007061149555147577
1130,shot,0.00018829732147060207
1131,showa,0.0002353716518382526
1132,showing,0.00014122299110295154
1133,shrimp,0.00047074330367650525
1134,shu,0.0002353716518382526
1135,siam,0.00014122299110295154
1136,sigh,0.00028244598220590313
1137,silent,0.0002353716518382526
1138,silk,0.00018829732147060207
1139,similar,0.0005648919644118063
1140,simple,0.0011768582591912629
1141,simply,0.0002353716518382526
1142,sin,0.00028244598220590313
1143,sing,0.0002353716518382526
1144,singer,0.0002353716518382526
1145,singing,0.00018829732147060207
1146,single,0.00032952031257355366
1147,sister,0.00032952031257355366
1148,sit,0.0002353716518382526
1149,sitting,0.0004236689733088547
1150,size,0.00032952031257355366
1151,skill,0.00032952031257355366
1152,skin,0.00014122299110295154
1153,sky,0.0002353716518382526
1154,slogan,0.00018829732147060207
1155,small,0.0017888245539707205
1156,smart,0.00018829732147060207
1157,smashed,0.00014122299110295154
1158,smell,0.00018829732147060207
1159,smile,0.0002353716518382526
1160,sneak,0.00014122299110295154
1161,social,0.00028244598220590313
1162,society,0.00032952031257355366
1163,soft,0.00014122299110295154
1164,solved,0.00014122299110295154
1165,somewhat,0.00032952031257355366
1166,son,0.00031665412603845456
1167,song,0.0021409980130307447
1168,soon,0.00014122299110295154
1169,sorrow,0.00014122299110295154
1170,sorrowful,0.00014122299110295154
1171,soul,0.00014122299110295154
1172,sound,0.00018829732147060207
1173,soundtrack,0.00018829732147060207
1174,soup,0.00028244598220590313
1175,sour,0.00032952031257355366
1176,soy,0.00018829732147060207
1177,space,0.00032952031257355366
1178,speak,0.00018829732147060207
1179,special,0.00032952031257355366
1180,speech,0.00014122299110295154
1181,speed,0.00028244598220590313
1182,spend,0.00014122299110295154
1183,spicy,0.0002353716518382526
1184,spirit,0.0002353716518382526
1185,spit,0.0002353716518382526
1186,spoke,0.00014122299110295154
1187,spot,0.0002353716518382526
1188,spring,0.00014122299110295154
1189,squid,0.00014122299110295154
1190,stage,0.00028244598220590313
1191,stallone,0.0004236689733088547
1192,stan,0.00018829732147060207
1193,stand,0.0002353716518382526
1194,standard,0.00018829732147060207
1195,star,0.00047074330367650525
1196,start,0.0006119662947794567
1197,started,0.00018829732147060207
1198,state,0.00014122299110295154
1199,states,0.00028244598220590313
1200,stay,0.0002353716518382526
1201,steak,0.00014122299110295154
1202,steal,0.00014122299110295154
1203,stealing,0.00014122299110295154
1204,step,0.00028244598220590313
1205,stick,0.0002353716518382526
1206,sticky,0.00014122299110295154
1207,stomach,0.00028244598220590313
1208,stone,0.00018829732147060207
1209,stood,0.00014122299110295154
1210,stop,0.00018829732147060207
1211,store,0.00032952031257355366
1212,story,0.003765946429412045
1213,straight,0.00018829732147060207
1214,straightforward,0.00014122299110295154
1215,strange,0.00018829732147060207
1216,street,0.0005178176340441558
1217,strong,0.0008473379466177091
1218,structure,0.00018829732147060207
1219,student,0.00047074330367650525
1220,study,0.0002102619666752649
1221,stupid,0.00028244598220590313
1222,style,0.0013002599779006836
1223,subject,0.00014122299110295154
1224,subtle,0.00028244598220590313
1225,success,0.0003765946429412042
1226,successful,0.00018829732147060207
1227,suddenly,0.0005648919644118063
1228,suffering,0.0002353716518382526
1229,suit,0.00014122299110295154
1230,suitable,0.0002353716518382526
1231,sum,0.0002353716518382526
1232,summed,0.00014122299110295154
1233,summer,0.0003765946429412042
1234,sun,0.0006590406251471072
1235,super,0.000456770885365184
1236,supported,0.00018829732147060207
1237,sure,0.00018829732147060207
1238,surprise,0.00028244598220590313
1239,sushi,0.00032952031257355366
1240,suspense,0.0002353716518382526
1241,swallowed,0.00018829732147060207
1242,swan,0.00018829732147060207
1243,sweet,0.0005178176340441558
1244,sword,0.0002353716518382526
1245,sylvia,0.0002353716518382526
1246,table,0.0003765946429412042
1247,taiwan,0.00018829732147060207
1248,taken,0.00018829732147060207
1249,taking,0.0002353716518382526
1250,tale,0.00018829732147060207
1251,talk,0.00047074330367650525
1252,tang,0.00018829732147060207
1253,taste,0.0016476015628677687
1254,tasty,0.00018829732147060207
1255,tea,0.0008002636162500586
1256,teacher,0.00028244598220590313
1257,teaching,0.00026804313789694574
1258,tear,0.0004236689733088547
1259,technique,0.00032952031257355366
1260,teenager,0.00014122299110295154
1261,television,0.00014122299110295154
1262,tell,0.0008473379466177091
1263,telling,0.00014122299110295154
1264,temperament,0.0002353716518382526
1265,temple,0.00018829732147060207
1266,term,0.00022572880499193608
1267,terrible,0.00014122299110295154
1268,testament,0.00014122299110295154
1269,text,0.00014122299110295154
1270,thai,0.00028244598220590313
1271,thank,0.00018829732147060207
1272,theater,0.00018829732147060207
1273,theme,0.0005648919644118063
1274,theory,0.00018829732147060207
1275,thief,0.00014122299110295154
1276,thing,0.002400790848750178
1277,think,0.0022595678576472263
1278,thinking,0.00028244598220590313
1279,thought,0.0009414866073530101
1280,thousand,0.00032952031257355366
1281,thrilling,0.00018829732147060207
1282,thunder,0.00014122299110295154
1283,tiantai,0.0004236689733088547
1284,tiger,0.00014122299110295154
1285,tight,0.00018829732147060207
1286,time,0.004660358706397399
1287,times,0.00028244598220590313
1288,ting,0.0002353716518382526
1289,tired,0.00014122299110295154
1290,title,0.00028244598220590313
1291,today,0.0003765946429412042
1292,told,0.00028244598220590313
1293,tolerate,0.00018829732147060207
1294,tone,0.0003765946429412042
1295,tong,0.00014122299110295154
1296,took,0.0005178176340441558
1297,touch,0.00018829732147060207
1298,touching,0.00028244598220590313
1299,tough,0.00018829732147060207
1300,traditional,0.00028244598220590313
1301,tragic,0.00014122299110295154
1302,treasure,0.0002353716518382526
1303,treat,0.00014122299110295154
1304,treatment,0.00018829732147060207
1305,trend,0.00014122299110295154
1306,tried,0.0002353716518382526
1307,trouble,0.00014122299110295154
1308,true,0.001271006919926564
1309,truly,0.00014122299110295154
1310,truth,0.0003765946429412042
1311,try,0.0003765946429412042
1312,trying,0.00014122299110295154
1313,turn,0.00032952031257355366
1314,turned,0.0007061149555147577
1315,tv,0.0004236689733088547
1316,type,0.0004100648684823885
1317,typical,0.00018829732147060207
1318,tyrant,0.00014122299110295154
1319,ugly,0.00018829732147060207
1320,unacceptable,0.00014122299110295154
1321,uncle,0.00018829732147060207
1322,understand,0.0008944122769853596
1323,understanding,0.0003765946429412042
1324,understood,0.00014122299110295154
1325,undoubtedly,0.00014122299110295154
1326,unexpected,0.00014122299110295154
1327,unique,0.0002353716518382526
1328,unit,0.00017450956932573303
1329,united,0.0002353716518382526
1330,universe,0.00014122299110295154
1331,university,0.0003765946429412042
1332,unlike,0.0002353716518382526
1333,unparalleled,0.00014122299110295154
1334,unspeakable,0.00014122299110295154
1335,urban,0.00014122299110295154
1336,use,0.0011297839288236123
1337,used,0.0010827095984559617
1338,useless,0.00014122299110295154
1339,using,0.00028244598220590313
1340,utopia,0.00014122299110295154
1341,value,0.0006590406251471072
1342,vanity,0.00018829732147060207
1343,variety,0.00047074330367650525
1344,various,0.00018829732147060207
1345,vast,0.0002353716518382526
1346,version,0.0005178176340441558
1347,veyron,0.0002353716518382526
1348,victory,0.00028244598220590313
1349,view,0.0006119662947794567
1350,viewer,0.00014122299110295154
1351,village,0.0002353716518382526
1352,violence,0.00018829732147060207
1353,vision,0.00028244598220590313
1354,visual,0.00047074330367650525
1355,vivid,0.00014122299110295154
1356,voice,0.00018829732147060207
1357,wa,0.007720190180294659
1358,waffle,0.00014122299110295154
1359,wait,0.0005178176340441558
1360,waiting,0.00028244598220590313
1361,walk,0.00032952031257355366
1362,walked,0.00028244598220590313
1363,walking,0.00014122299110295154
1364,wang,0.0003765946429412042
1365,want,0.003106905804264937
1366,wanted,0.00014122299110295154
1367,war,0.0005178176340441558
1368,warm,0.00028244598220590313
1369,warmth,0.00018829732147060207
1370,warrior,0.00028244598220590313
1371,wash,0.00014122299110295154
1372,watch,0.0004236689733088547
1373,watched,0.0003765946429412042
1374,watching,0.0005648919644118063
1375,water,0.00047074330367650525
1376,way,0.001506378571764817
1377,weak,0.00047074330367650525
1378,wealth,0.00014122299110295154
1379,wen,0.00028244598220590313
1380,went,0.0006119662947794567
1381,west,0.00018829732147060207
1382,western,0.00018829732147060207
1383,whip,0.00014122299110295154
1384,whipped,0.00018829732147060207
1385,white,0.0005648919644118063
1386,wife,0.0002698195714075636
1387,willing,0.0003765946429412042
1388,win,0.00032952031257355366
1389,wine,0.00014122299110295154
1390,wolf,0.0003765946429412042
1391,woman,0.0015534529021324676
1392,wonderful,0.00032952031257355366
1393,word,0.0017888245539707205
1394,work,0.0019300475450736722
1395,world,0.0021183448665442746
1396,worried,0.00014122299110295154
1397,worry,0.00014122299110295154
1398,worse,0.00014122299110295154
1399,worth,0.00028244598220590313
1400,write,0.0003765946429412042
1401,writer,0.0005648919644118063
1402,writing,0.0003765946429412042
1403,written,0.00018829732147060207
1404,wrong,0.0006119662947794567
1405,wrote,0.00014122299110295154
1406,wu,0.00014122299110295154
1407,wukong,0.00028244598220590313
1408,xi,0.00014122299110295154
1409,xian,0.0002353716518382526
1410,xiao,0.0015534529021324676
1411,xiaojian,0.00032952031257355366
1412,xu,0.0002353716518382526
1413,xuanzang,0.00014122299110295154
1414,xuanzhen,0.00028244598220590313
1415,xueda,0.00014122299110295154
1416,yang,0.00014122299110295154
1417,ye,0.0004236689733088547
1418,year,0.0024347092048338593
1419,year old,0.00027573204339984497
1420,yearning,0.00018829732147060207
1421,yellow,0.00032952031257355366
1422,yinan,0.00014122299110295154
1423,youlun,0.00018829732147060207
1424,young,0.0009414866073530101
1425,younger,0.00018829732147060207
1426,youth,0.0008944122769853596
1427,youthful,0.00014122299110295154
1428,yu,0.0002353716518382526
1429,yuan,0.00014122299110295154
1430,yuanmingyuan,0.0005648919644118063
1431,zeng,0.00028244598220590313
1432,zhang,0.00018829732147060207
1433,zhao,0.00018829732147060207
1434,zhenyun,0.00047074330367650525
1435,zhiwei,0.00018829732147060207
1436,zhixun,0.00014122299110295154
1437,zhou,0.0005648919644118063
1438,zone,0.00014122299110295154
1439,zong,0.00014122299110295154
1440,准备,0.0005648919644118063
1441,哗咻,0.00014122299110295154
